word,dim_dg_Relaxed,dim_dg_Confident,dim_dg_Welcoming,dim_dg_Social,dim_dg_Playful,dim_dg_Street-Smart,dim_dg_Progressive,dim_dg_Stylish,dim_dg_Inspiring,dim_dg_Authentic,dim_dg_Friendly,dim_dg_Bold,dim_dg_Inclusive,dim_dg_Fun,dim_dg_Passionate,dim_dg_Refined,dim_dg_pungent,dim_dg_bland,dim_dg_bitter,dim_dg_caramellic,dim_dg_malt,dim_dg_raw,dim_dg_smooth,dim_dg_spicy,dim_dg_sweet,dim_dg_smoky,"dim_dg_fullness, complexity",dim_dg_grain,dim_dg_matured,"dim_dg_vanilla, confectionery",dim_nf_appealing,dim_nf_expensive,dim_nf_fascination,dim_nf_fresh,dim_nf_healthy_positive,dim_nf_winner,dim_nf_mild,dim_nf_modern,dim_nf_natural,dim_nf_new,dim_nf_pleasant,dim_nf_attractive,dim_nf_Tasty,dim_nf_trendy,dim_nf_valuable,dim_nf_warm
sweetness,0.3147510563592683,0.23265534396621843,0.18585764090984733,0.028189672805792893,0.3158175865940503,0.04610379907755199,0.12978696200749115,0.2751697703232318,0.21446598393111369,0.2603635715621973,0.2561128621363431,0.16592269582282124,-0.037222078147458544,0.22177453479388445,0.17590830415541758,0.347398634695482,0.4667922665916359,0.3764305610343856,0.4664927284110362,0.38844148196706224,0.32293111891522236,0.2939016233039833,0.5168438552535547,0.43963186549704153,0.5373981029514738,0.28318407087739517,0.220183484119646,0.25220176762207686,0.2842600219824777,0.40517349418238846,0.44806945179999175,0.0659345651153333,0.175111486294708,0.3081340739359472,0.3264567479941855,0.05506178519660064,0.4363480955378909,0.19973940069303864,0.13754082064149384,0.18250748608774903,0.34355175077973116,0.36782190918480645,0.5590291222547507,0.16889210318633208,0.3314699823841847,0.17329007584609404
aftertaste,0.20862793551672507,0.29171013805146306,0.16772116395920197,-0.05317919102966291,0.2188973209871295,-0.03743784916039917,-0.03195826071979312,0.12223649882735572,0.06014047829740411,0.1655791236668453,0.2588783271399657,0.09900257490588622,-0.09187825621528525,0.14810091952004484,0.13490156304233653,0.16543452986657617,0.5074886756074957,0.49680136476363657,0.5259937126777785,0.3752934471128619,0.2940188484556889,0.1934329417433575,0.37308752948422813,0.4553467124882309,0.4845202389031864,0.3450573098149745,0.03379154961102631,0.24532848219643064,0.2480559900822207,0.36182650887167717,0.2923714727849244,0.1637466833263951,0.05605058669170966,0.2377594888019049,0.3252138600802727,0.020397734296852994,0.32637020844443915,0.12452577973867539,0.10994285590751315,0.08244624640206111,0.2005024135547332,0.17735569895412026,0.5136490939459131,0.048978201464337526,0.1793541142655104,0.15662949622050967
luscious,0.36682767361564594,0.16938782566432192,0.24174653292676335,-0.033651508385384915,0.3462130091977457,0.11991561131424969,0.06757668728690631,0.472429176589701,0.28922582146531045,0.27517624218297365,0.2565735002807822,0.17441782333642264,-0.009951657056198484,0.2570720234979016,0.22171794107519405,0.40634246522013395,0.25732697203234706,0.35201144726744016,0.253245600649708,0.2733813901953164,0.18142422600420974,0.12570389954888744,0.47934883543111134,0.40033803696246195,0.38355321541387094,0.2542379295683606,0.0783232640622452,0.153620194919674,0.33473571760932813,0.3284967544106011,0.3481428488514536,0.21784748532047524,0.13426317025924633,0.2166669487810837,0.36151773807948645,0.12989939356906427,0.32712095759576,0.17727556243941173,0.1116818323752095,0.16082263886636133,0.343505984578417,0.5883325868524903,0.6663873920379759,0.30268644826849617,0.34607236702044286,0.21200431194239172
bamboo,0.08253673506782996,-0.15763992683946712,-0.072166283482927,-0.03894838853693086,0.0377091814192265,-0.06493764754900622,0.031433337289133736,0.103117246642952,0.08523369536846809,0.15274760988893185,-0.030054946278645,-0.07822782970662116,-0.01589514787917691,0.03446614797150137,-0.029848473218464067,0.15194217568516863,0.23097114656798842,-0.0030665220363778308,0.0598706784048234,0.0708478466365974,0.12393900050379518,0.3171007505555493,0.13919318835023295,0.14770398419679595,0.19160780048809956,0.09335762599260967,0.012763767389484416,0.282477627063996,0.1341745359516927,0.08151667203376216,0.015305222316023532,0.019516902885444404,0.003942027413885968,0.16622631131592083,0.19178104407049507,-0.05874478538061426,0.267013951044319,0.105520984142822,0.25737629585852184,0.05598937175637506,0.02197998030440174,0.1240676216429712,0.07809640206454148,0.11116511967065812,0.035839301260301534,-0.03621564897419789
twig,0.11566637604401797,-0.09207125057197274,-0.01838891061266228,-0.05264022842185371,0.05232860187913093,-0.05908714679093118,-0.11409859923688388,0.03947856728061801,-0.010166283487305455,-0.03363843408149902,0.038753938015213124,-0.1192639860870294,-0.11115120373661982,0.056633800048848625,-0.08336470885732941,0.014604284736413087,0.25241193115651095,0.07327435325610203,0.1783171212216742,0.141458971046329,0.10503274590792741,0.22677815052616043,0.1589913981940041,0.1422053638708582,0.29888533384854754,0.0658226683023624,-0.04791141781266401,0.2203483199601911,0.2750661053547776,0.1344789484013343,0.020404436139731905,-0.03822650877616919,-0.017846983536242422,0.20239463612327396,0.17592890787968676,-0.057587341491632325,0.23653538414796063,0.009308557652305914,0.06987035244002347,0.11886719645135525,0.1047887338491432,0.09806648127786123,0.17084990670456215,0.02338006754642799,-0.04279800184351831,-0.010854869482337817
rich,0.1801157125242918,0.12241525716813935,0.11511853584348784,0.04993972355473766,0.1838713623907483,0.24687938102665055,0.24620102487302845,0.290052684366099,0.4053945950530975,0.30736528814145336,0.15753380879538934,0.19730741613938424,0.12391991756001741,0.15228404718774607,0.28643247590617094,0.3449501979038016,0.12933490378833623,0.18994805462840814,0.14956198956221348,0.0983805623735964,0.16556475024572345,0.31667013711029524,0.2997249235464357,0.1779810528904938,0.1588559977555273,0.20212569367979139,0.07745985111424772,0.22378995333601398,0.19677465269557634,0.11957115076765969,0.2992608270202535,0.2819126124938753,0.20343371558648338,0.10090737104551238,0.42799618668198147,0.16833646495080684,0.2774153142073265,0.1959946056231276,0.17974339177082205,0.07219151355902721,0.28372535247976194,0.34499475726382617,0.28304679087479623,0.24409930018204276,0.3258812497693735,0.2164209958823605
supple,0.35680040337880525,0.2677498025892019,0.17290842984911875,-0.06757778427466647,0.2722068606491677,0.11071157021591194,0.1220761276247024,0.352549301629864,0.12829025730300034,0.20468618454412146,0.3263011392613953,0.21372007280052957,0.017887822816407738,0.19392008134380026,0.2673987693705915,0.28388595151859014,0.29291414679407973,0.28452512906267735,0.2534155381641246,0.1512909248364926,0.12947865459669314,0.20346830209654068,0.5967270934078837,0.29738456630949656,0.21427009599073202,0.13438297884687914,-0.03992741834480456,0.12861316252009167,0.2520432848080465,0.10270575274220681,0.2808635251581482,0.06108243799112629,-0.0283897537229946,0.20979236738152984,0.3078653854758109,0.04837751625161371,0.41297026790283375,0.0805903006655796,0.16200474134217513,0.17742759918944764,0.1959546319099542,0.3669340745562657,0.36352249207004195,0.24343872135917974,0.23432292557084936,0.2200902018638108
pine,0.11403779475178516,-0.05981599328451396,-0.010080266315929674,-0.05852599736264407,0.01234162352652384,-0.05674492065785449,-0.0627217067820961,0.01836140704813601,-0.0377544429459271,-0.022394585037965112,-0.0016487899576829667,-0.04271927407145292,-0.08853475490695337,0.05411239494605992,-0.06674908585711489,0.03599795091814689,0.20867421742008507,0.10895168059467622,0.1321179711898436,0.14631199050275281,0.1743637693775166,0.25275069575688863,0.14835557560607252,0.15786581925284543,0.238534970202661,0.21379043599857228,-0.0772686267396623,0.2358998262915849,0.1854591083010152,0.10734125512256243,-0.024364802991116773,-0.058597165859753546,-0.01594584186555653,0.08520796001381402,0.08554375235016012,-0.003575516807009349,0.1709277595226791,0.02141833545475796,0.05428373584314006,0.045017807313065386,0.061795429303118314,0.08667037044619322,0.1393256102547977,-0.060702772724025626,-0.02453030036448485,0.018225379718963437
bark,0.1253087312128425,-0.03179936308411138,0.09198796559801407,-0.012652318131645059,0.13153789253525436,0.0071466788430062135,-0.1169327446521349,-0.03956296918754349,-0.029522328019786794,-0.004943340896494895,0.1582610370949007,0.0007177260849393271,-0.05154254103069016,0.10107261533690375,-0.004634052315606623,0.013080603586022586,0.29272526313708597,0.15160050480665535,0.26450229236690165,0.2137365915186293,0.12427065080665059,0.2609546428521507,0.13651872164101952,0.2584516298481909,0.29934567793075195,0.15409389827772263,-0.0933326879584453,0.2700745750287246,0.14845525352206454,0.16216686945819464,0.030694183156876904,-0.052172722575264355,-0.04115743158885555,0.19437559633798,0.13035213462255807,-0.04367497836093228,0.32386327081856114,-0.07089568047299645,0.06885873897358938,0.03011812515235913,0.1590876327407778,-0.004359590330069225,0.1195462416866457,-0.06241926684383871,-0.03152442167085871,0.05338839210377183
citrusy,0.32629644764067317,0.2277253796768595,0.2392109612551341,0.08281092786374779,0.3539150818462421,0.02161387443272852,0.10419921518644985,0.29800362687449455,0.16284001901723963,0.2531402809546687,0.29068847312177115,0.14214444122567296,0.04107627148979607,0.2425760545936855,0.23602133712913972,0.30800463670476363,0.41548505445071104,0.3226320328144897,0.4028893857115412,0.3022436928594654,0.24677459430868415,0.1651297318959773,0.40323379117705277,0.4527405919503582,0.40986088273828974,0.26830529557973953,0.07075066483834412,0.14386873409958986,0.2570708911394277,0.3207585297440831,0.31894377174698174,0.12851250538752007,0.029586880893254928,0.2692758787914707,0.3331789439802788,-0.0002769805708352669,0.3537849303496266,0.23548455044193042,0.1101261187409063,0.22917725951683854,0.26290999337102494,0.3512962598247555,0.5634987394292127,0.18176164228596084,0.21227697476397997,0.1811440744878424
